"","1"
"(Intercept)",2.09800515005209
"TOB_WOE",0.696916947277951
"Bal01_WOE",0.255055397908091
"NonBankTradesDq01_WOE",0.807695843955691
"NonBankTradesDq02_WOE",0.00883119762546727
"NonBankTradesDq03_WOE",0.164355053848
"NonBankTradesDq04_WOE",0
"NonBankTradesDq05_WOE",0
"NonBankTradesDq06_WOE",0
