"","1"
"(Intercept)",2.11448931011787
"TOB_WOE",0.759029499135392
"Bal01_WOE",0.347948729542417
"NonBankTradesDq01_WOE",0.812738114044341
"NonBankTradesDq02_WOE",0.0126563000734394
"NonBankTradesDq03_WOE",0.179899759580558
"NonBankTradesDq04_WOE",0
"NonBankTradesDq05_WOE",0
"NonBankTradesDq06_WOE",0
